timestamp,temperature_c,wind_speed_mps,solar_radiation_wm2,humidity_pct,pressure_hpa,occupancy,heating_load_kw,lab_load_kw,flexible_load_kw,critical_load_kw,load_kw,solar_kw,wind_kw,station
2025-01-01 00:00:00,-5.003356724403101,13.7899311263254,0.0,70.3659946339086,991.2432236515444,29.523119144163957,127.35349472086006,8.733978521810004,6.322737466177589,74.34409679635301,236.5525500669706,0.0,70.0,bharati
2025-01-01 01:00:00,-5.939342420019547,12.941056610863754,0.0,68.88651298348482,1013.530977474047,30.219601703672957,127.61868738783686,9.141507509478997,6.7447875891716365,74.43788822851528,241.26316499821115,0.0,70.0,bharati
2025-01-01 02:00:00,-5.18905748814442,15.181171453584387,0.0,69.03268286898877,981.0689941172305,30.723245823900836,146.93562651530698,7.738086665494954,6.318550520728444,78.1609339696109,257.3692387300544,0.0,70.0,bharati
2025-01-01 03:00:00,-4.327693182293022,14.07444557323469,0.0,68.41104700019172,999.5284788074252,29.04359294759309,124.7114776116877,7.459069588702953,6.740640157082418,73.68820248120784,236.60934486898645,0.0,70.0,bharati
2025-01-01 04:00:00,-6.137677935450281,15.93661638357014,0.0,66.40480505596204,994.3233748168576,31.696044917821258,154.9895549544985,8.267459689573224,6.168008308584331,79.82465695985702,266.8527473549564,0.0,70.0,bharati
2025-01-01 05:00:00,-7.218893794742593,16.29711193047824,0.0,66.38076765658191,986.7157861674278,33.78503013122636,164.57444038336294,9.143231598785935,5.882279851658882,81.82921123655117,276.68631058185247,0.0,70.0,bharati
2025-01-01 06:00:00,-6.926594466264877,14.940937841557277,2.94747652770793e-15,81.6528248113467,998.6986571954285,32.08923876126303,146.71794188199738,9.12673669812156,6.939726289052655,78.25626204621163,260.1300568313634,1.1274097718482833e-16,70.0,bharati
2025-01-01 07:00:00,-7.057353780025159,14.709408093892625,18.21949215719696,79.62203555983358,971.1768170782241,37.49182608124052,148.14482401053996,8.500086665610153,5.917085686973567,78.478973468669,261.0578690340014,0.6968955750127837,70.0,bharati
2025-01-01 08:00:00,-6.908155057329255,14.660135722004304,31.93931626987554,69.07612352234217,967.5566731010771,42.07449809907732,144.4358851365079,41.281314476216544,6.128318516412424,81.01530847492323,294.72423965090354,1.2216788473227393,70.0,bharati
2025-01-01 09:00:00,-7.523510725511384,14.481130051885096,58.97549170023729,81.48527401860443,992.7916615088022,42.18804638429171,149.72720620400548,42.0,6.493659148199723,82.1454412408011,299.8909766932451,2.2558125575340764,70.0,bharati
2025-01-01 10:00:00,-6.530440228046176,13.032322450807158,57.870164123057044,76.73649757006764,955.5155149021898,44.90563695179914,131.2867163203386,42.0,14.433003190298761,78.45734326406772,295.51986691399964,2.2135337777069317,70.0,bharati
2025-01-01 11:00:00,-5.708260805868677,15.308536111391016,57.99927330419138,71.72922706863748,994.2077513469635,40.42728064080369,151.58818818991983,40.03626396024468,16.094941878120544,82.32126403400844,315.20806225858314,2.2184722038853204,70.0,bharati
2025-01-01 12:00:00,-5.592440851546336,15.56229063140805,63.088507177327095,65.33389396683324,964.6929918236146,39.1989363853221,145.05912064901705,40.56116404752834,15.980055529653283,81.06794053455624,309.9439575617866,2.4131353995327616,70.0,bharati
2025-01-01 13:00:00,-4.530797035103648,13.475991555971673,82.84321005776467,75.56168760654523,1012.3227289567535,43.889011704169334,124.65057603476326,42.0,16.503000507919797,77.13011520695265,298.52816580659737,3.1687527847094983,70.0,bharati
2025-01-01 14:00:00,-4.147843402220763,11.340438674841653,36.943401861573214,85.96115420754072,977.8672184869478,41.75193005786634,105.50800601413538,42.0,16.54631298003552,73.30160120282709,275.6770467984283,1.4130851212051754,58.90713356008832,bharati
2025-01-01 15:00:00,-4.989647684590264,5.880398272195999,40.45336421060425,73.59475415665584,1011.1581601219481,40.24059272765708,104.58215905826883,42.0,16.228753182273838,73.11643181165377,273.8883261641638,1.5473411810556126,7.256740117891896,bharati
2025-01-01 16:00:00,-4.658868702101042,7.654538883601668,33.726527453399896,80.25177892764069,981.205265410503,41.14972042203789,96.78900889222525,37.035174130258284,16.634150806863335,71.06131919147089,259.6412328971223,1.290039675092546,17.34545178369754,bharati
2025-01-01 17:00:00,-5.549422084631306,7.4492897722154225,14.77135680178603,72.40257044136919,980.4362829210721,38.27226990048702,98.95085186133059,42.0,18.843458348840272,71.99017037226612,267.77631817884406,0.5650043976683157,15.900221317722904,bharati
2025-01-01 18:00:00,-4.715131584636504,8.967713047990651,4.560108247149191e-15,79.75343664943333,1000.586512471449,42.22529972270961,96.02109847153635,41.96373784107976,24.666790082332003,71.40059347841525,273.4993224575986,1.7442414045345658e-16,28.567176258459863,bharati
2025-01-01 19:00:00,-4.7831229157054596,9.285565066536718,0.0,72.29670494712964,990.2734127659658,41.04052714156748,96.23485820335421,8.720818473499373,21.59885278545621,68.11905348802077,233.58987694453424,0.0,31.83610610099992,bharati
2025-01-01 20:00:00,-4.967117747592006,9.222836582041566,0.0,56.639687453926406,983.7993813642171,30.972456681637276,97.70931471017524,8.2913349209786,20.22114539900353,68.3709964341329,225.19066875437136,0.0,31.17288355897606,bharati
2025-01-01 21:00:00,-5.582853455700441,10.551989241706059,0.0,68.85585104601739,977.726137319393,29.127634782618514,103.72153504886121,8.651666060673437,19.258964643112755,69.60947361583959,229.03172735734165,0.0,47.23891864092595,bharati
2025-01-01 22:00:00,-4.436206512390026,11.984648086904551,0.0,74.03116999071705,977.8982131430715,29.728746399297815,113.17654941816896,8.423464929193367,19.533022903205975,71.47765637655313,238.7598732391669,0.0,69.72742610901618,bharati
2025-01-01 23:00:00,-4.620655063212994,5.935969369665417,0.0,80.81282948044657,1027.4356701972094,28.50173568140936,93.81435966637419,8.125698342201606,6.364510871403008,67.575441767495,207.91701395626242,0.0,7.496223374176055,bharati
2025-01-02 00:00:00,-5.03365919614291,10.51432509494974,0.0,72.4490638408643,954.8446923402662,29.003446496992748,106.14254513571467,8.017672383964465,7.0763621009306785,70.03027626553938,218.69132540534252,0.0,46.723024368606296,bharati
2025-01-02 01:00:00,-5.347906630650164,9.000867862460098,0.0,73.95224211656137,963.3544520922286,26.815599968955905,101.40902829188353,8.303500493555598,5.952792737387387,69.11215570773227,209.89917072564094,0.0,28.897568350389264,bharati
2025-01-02 02:00:00,-4.841015807959418,13.180035626358032,0.0,69.27783069327042,1006.1839293759882,32.220538251335796,130.16296000556162,7.747564407494001,6.673384140722451,74.80734844186172,237.3230350836214,0.0,70.0,bharati
2025-01-02 03:00:00,-4.524854860154275,13.882417053805872,0.0,84.09388399117924,1004.8335702598798,29.53579478743025,130.04178980880462,8.176880851940235,6.215007048943038,74.82604604695494,236.71928221533165,0.0,70.0,bharati
2025-01-02 04:00:00,-4.1914270956648245,13.033505917083527,0.0,83.43882561405164,968.3949926562002,24.66716487400322,121.37917392805707,8.237914404933436,6.986209164915838,73.09962622610475,226.90107332729298,0.0,70.0,bharati
2025-01-02 05:00:00,-3.868394000063825,12.018493375752477,0.0,67.97416552825729,953.4563819786712,25.67657732575024,117.78544005155048,8.922389019990005,6.290568652492952,72.44932691230909,225.6621057575309,0.0,70.0,bharati
2025-01-02 06:00:00,-2.031459614034585,10.70957584985916,3.762182319165912e-15,60.80714710454461,1007.9018989588697,32.23386694594387,94.53251985677427,8.734328399022193,6.091183088209259,67.77993681125707,206.73259926460827,1.4390347370809612e-16,49.43765273661351,bharati
2025-01-02 07:00:00,-2.6347363344172527,12.121088395206645,14.123117512996805,59.19392885996705,966.1576664272021,41.69191603781723,105.01817710754945,9.414460940565167,6.125632074319231,69.94508151556641,223.57905920413484,0.5402092448721277,70.0,bharati
2025-01-02 08:00:00,-3.284995858587537,15.81748952573417,38.19825606080506,76.52335678595544,976.1600463319922,41.75020596556406,133.27440025228833,37.772156602251194,7.3882158482563085,78.43209571068279,279.3750719612509,1.4610832943257934,70.0,bharati
2025-01-02 09:00:00,-4.154611620082905,12.57635446910968,61.80756233059532,73.85477460929887,986.7301696304114,41.79326264297806,121.47177154458792,41.35327433101796,6.459849629155545,76.42968174201938,271.5110375904611,2.364139259145271,70.0,bharati
2025-01-02 10:00:00,-3.667881184917607,15.59119379589078,75.69849497761258,67.0949550484036,965.6930668893391,43.0184329753657,133.3170987486756,42.0,18.33422095517333,78.86341974973512,295.4246771583377,2.895467432893681,70.0,bharati
