timestamp,temperature_c,wind_speed_mps,solar_radiation_wm2,humidity_pct,pressure_hpa,occupancy,heating_load_kw,lab_load_kw,flexible_load_kw,critical_load_kw,load_kw,solar_kw,wind_kw,station,hour,day_of_week,month,day_of_year,hour_sin,hour_cos,day_sin,day_cos,annual_sin,annual_cos,load_lag_1,load_lag_2,load_lag_3,load_lag_6,load_lag_12,load_lag_24,load_lag_48,load_lag_168,load_roll_3,load_roll_24,load_roll_168,target_load_kw
2025-01-08 00:00:00,-5.013342455434807,12.998358108901613,0.0,69.92789272699828,978.2488175906626,25.105642028164137,126.3188650013421,7.296431878474562,6.328734037493547,73.99341618811589,223.73379372128397,0.0,70.0,bharati,0,2,1,8,0.0,1.0,0.9749279121818236,-0.22252093395631434,0.13718540405660057,0.9905453876091833,243.194025595591,261.3236663989481,260.28028874666313,296.80453057799656,288.42238986789465,251.50571488350448,220.242229909528,236.5525500669706,242.75049523860764,260.3464916528397,267.68946467365924,211.61893249552784
2025-01-08 01:00:00,-5.053452163258879,12.035891735218549,0.0,70.3398109963423,987.5853066642098,28.295988614706616,110.17265367249912,9.150939394363093,7.017459083739576,70.94962467393613,211.61893249552784,0.0,70.0,bharati,1,2,1,8,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,0.13718540405660057,0.9905453876091833,223.73379372128397,243.194025595591,261.3236663989481,257.6814809437284,275.007072369966,265.7401288003732,227.7548437632106,241.26316499821115,226.18225060413423,258.0914418068044,267.51301090876234,244.121682461878
2025-01-08 02:00:00,-5.642975746821587,14.009362522457389,0.0,74.56406368262286,978.7940705522263,29.44540473652647,138.863764990586,8.076649636267074,7.279018642847057,76.5804179617439,244.121682461878,0.0,70.0,bharati,2,2,1,8,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.13718540405660057,0.9905453876091833,211.61893249552784,223.73379372128397,243.194025595591,238.36992782200983,277.2476248471553,287.6795378656542,218.16897276943,257.3692387300544,226.49146955956323,256.27653116498044,267.43415640716603,209.74540757751623
2025-01-08 03:00:00,-5.194563536478953,10.255147445440254,0.0,63.91343178319076,984.0409464058704,30.662024892436595,105.7870341777194,8.619516627066055,6.223641007886058,70.01935849825048,209.74540757751623,0.0,43.27217491169015,bharati,3,2,1,8,0.7071067811865475,0.7071067811865476,0.9749279121818236,-0.22252093395631434,0.13718540405660057,0.9905453876091833,244.121682461878,211.61893249552784,223.73379372128397,260.28028874666313,285.232459301698,259.3305152698968,225.01703698328825,236.60934486898643,221.82867417830732,254.21048501113125,267.2742520185263,201.89221421232767
2025-01-08 04:00:00,-5.592974416604305,8.959443332922103,0.0,64.40635045047775,1004.4662373313474,24.566403736808585,102.48238592090966,7.351536921828757,7.354115238161427,69.23163087636482,201.89221421232767,0.0,28.485147076473734,bharati,4,2,1,8,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.13718540405660057,0.9905453876091833,209.74540757751623,244.121682461878,211.61893249552784,261.3236663989481,282.2675609365168,229.8324694891685,229.4400000033351,266.8527473549564,218.58643475057394,253.04630770792951,266.8875821783916,212.5406626917249
2025-01-08 05:00:00,-6.65307248140345,9.472776055679184,0.0,66.42510541138128,977.4116828487238,29.3786220388935,109.92911405899396,7.952865034204144,6.093485725419093,70.7811093152192,212.5406626917249,0.0,33.86935059579896,bharati,5,2,1,8,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,0.13718540405660057,0.9905453876091833,201.89221421232767,209.74540757751623,244.121682461878,243.194025595591,295.75495137121186,224.92889890506785,240.29121821166527,276.68631058185247,208.05942816052288,252.53013119904026,266.50576284571224,226.57164551722133
2025-01-08 06:00:00,-7.675461330515798,10.918434499574303,6.116813141889066e-15,79.19523002612074,937.2197793536074,27.046263156753948,122.89604408049128,8.525939609340655,6.610384213209159,73.43180277703233,226.57164551722133,2.3396810267725683e-16,52.45311635449415,bharati,6,2,1,8,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.13718540405660057,0.9905453876091833,212.5406626917249,201.89221421232767,209.74540757751623,223.73379372128397,296.80453057799656,221.0401939953939,237.68977172451736,260.1300568313634,213.6681741404246,252.76060834578308,266.30601039741384,264.8466157031906
2025-01-08 07:00:00,-7.310586128861592,14.584342800033683,13.393571643794598,77.0213732196987,984.4068402994932,45.41628270350968,147.41976027391516,9.310396492949318,6.948056982548625,78.41499170407796,264.8466157031906,0.5123041153751434,70.0,bharati,7,2,1,8,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,0.13718540405660057,0.9905453876091833,226.57164551722133,212.5406626917249,201.89221421232767,211.61893249552784,257.6814809437284,229.60479082327063,252.5026802996128,261.0578690340014,234.6529746373789,254.22901771577972,266.32856246092086,260.8347509298205
2025-01-08 08:00:00,-5.70904793852024,12.762171687645615,35.75006548556748,81.95498408004292,986.132517473448,35.96268740095205,121.13417794949656,42.0,4.710496155741548,76.42683558989931,260.8347509298205,1.3674400048229562,70.0,bharati,8,2,1,8,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0.13718540405660057,0.9905453876091833,264.8466157031906,226.57164551722133,212.5406626917249,244.121682461878,238.36992782200983,264.305747880888,307.3631032730425,294.72423965090354,250.75100405007743,254.08439284281857,266.1268393137716,276.4528022081992
2025-01-08 09:00:00,-5.512822481959493,12.85784871425716,52.57555748936055,61.698605942418574,988.5178774609376,44.33173671396268,127.20328839595896,42.0,5.991932493530878,77.64065767919179,276.4528022081992,2.011015073968041,70.0,bharati,9,2,1,8,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,0.13718540405660057,0.9905453876091833,260.8347509298205,264.8466157031906,226.57164551722133,209.74540757751623,260.28028874666313,249.62735049926,286.84450120331854,299.8909766932451,267.37805628040337,255.20211999735773,265.9873263704082,310.73072465478043
